fen,static_cp,search_cp,bestmove,class,pieces,gap_sigmoid,gap_cp,clamped
4kbQ1/8/p4p2/1p2p3/1P4bq/2P5/P2RN1K1/8 b - - 12 42,98.0,114.0,h4h3,quiet,15,0.021006,16.0,0
2kr3r/1ppqbppp/6n1/p1n5/P2NP3/3PBN2/1PQ3PP/3RK2R b - - 8 12,144.0,117.0,d7a4,capture,26,0.033841,27.0,0
6Q1/4b1n1/bpk2p2/p1p1p3/3pP1q1/1P1P1P2/PBPN4/2KR4 b - - 0 29,-125.0,-229.0,g4g2,quiet,22,0.116377,104.0,0
6nr/1N1kb1pp/1n6/3bpp2/p7/P3P3/5PPP/R1B1KB1R w - - 0 19,65.0,-13.0,b7a5,quiet,22,0.111166,78.0,0
2k2b1r/ppp1qpp1/2n2n1p/8/P6P/2BrPN2/1P3PP1/RNQ1K2R w KQ - 0 9,-144.0,-71.0,c1c2,quiet,26,0.095351,73.0,0
4r3/Q7/1pkb4/2p2pB1/2q4P/8/5P2/3K2R1 b - - 3 26,341.0,576.0,d6h2,quiet,13,0.088112,235.0,0
r2qk2r/1p1nnpp1/2p1p3/p2pN2p/Pb1P1P1P/2N1P3/3P2P1/R1BQK2R w KQkq - 2 9,-99.0,-145.0,e1g1,quiet,29,0.058607,46.0,0
1k1rn3/p4p2/7p/3N4/r6P/4B2K/P4PBP/2R5 b - - 7 28,-328.0,-362.0,a4a2,capture,16,0.020782,34.0,0
6k1/p4p2/1p3n2/3p2p1/3P2Pp/P2RPP1P/r2BK3/8 b - - 3 33,109.0,72.0,g8g7,quiet,18,0.049754,37.0,0
r3k3/pp1b2r1/2pR1n2/P4p1p/2B2N1P/4PP2/1P5K/R7 b - - 4 22,-94.0,-290.0,e8e7,quiet,20,0.209422,196.0,0
2r1k2r/p1pn4/1p2p2p/3pP3/1P1P4/4P1PP/P1Q5/q1B1KBR1 b k - 0 19,87.0,14.0,c7c5,quiet,23,0.102513,73.0,0
8/p2k2p1/4p1r1/3pP3/2Nn1QB1/q6P/6PK/2R5 b - - 0 32,-135.0,-358.0,a3d3,quiet,16,0.201976,223.0,0
4r3/5k2/p1q4p/8/2P2B2/5b1P/P6K/6Q1 w - - 0 47,-276.0,-552.0,g1a7,quiet,12,0.129536,276.0,0
2r3k1/p2b1npp/8/8/4p2P/NP2P3/2P1BPP1/5RK1 b - - 1 21,-107.0,-156.0,f7h6,quiet,18,0.061245,49.0,0
3r2k1/1pR4p/p5p1/P2b1p2/1nBP4/4rN1P/6P1/5RK1 b - - 0 19,-14.0,50.0,d5c4,capture,19,0.091600,64.0,0
r3k2r/pbqn1pbp/4p3/1P1p2P1/1Bpn4/2N2N1R/P4P2/1RQ1KB2 w kq - 0 14,-154.0,-89.0,f3d4,capture,26,0.082815,65.0,0
r4k2/1p5p/6p1/5bP1/1p2B3/1P6/PB1PP3/1K6 w - - 2 23,28.0,-47.0,e4f5,capture,15,0.107437,75.0,0
Rnb1r2k/6pp/5b2/1pBB4/5P2/2P3P1/1P4KP/1N6 b - - 1 22,-368.0,-256.0,b8d7,quiet,18,0.079064,112.0,0
r3kb1R/ppp1qpp1/2n5/3pp1N1/5P2/PP2P1p1/1BPPN1P1/2KR4 b q - 1 17,44.0,59.0,f7f6,quiet,26,0.021116,15.0,0
8/4Bp2/6kp/4P3/r5P1/5K2/8/8 b - - 64 80,366.0,272.0,a4a1,quiet,8,0.064391,94.0,0
1k1r3r/1pp5/p2p2Rp/3Pq3/4Q2P/1PP5/PK6/4R3 b - - 0 25,-29.0,-76.0,e5e4,capture,18,0.066023,47.0,0
rn2kb1r/pp2n2p/2pq1p2/3P1b2/3N4/1PN5/P2BB2P/R2QK2R b KQkq - 2 13,-7.0,49.0,f5g6,quiet,25,0.080125,56.0,0
8/5p2/1PN2kp1/R1pP4/2P1p3/4P1K1/4b3/1r6 b - - 2 38,-106.0,16.0,e2c4,capture,14,0.170993,122.0,0
rnb1k2r/pp1pb2p/4p3/2pn4/5B2/3P1N1P/PPP1B1P1/RN1K3R w kq - 1 10,5.0,0.0,f4e5,quiet,26,0.007195,5.0,0
r1q3k1/1p3rpp/p2p4/2nPp1b1/P3Pn2/R3BP2/1P1NN3/3K1Q1R b - - 5 19,143.0,160.0,f4e2,capture,25,0.020343,17.0,0
5r1r/1kp5/4p3/RPb1p2p/3BP1pP/3P2N1/1Q3qP1/3K3R b - - 0 32,-119.0,132.0,e5d4,capture,21,0.346180,251.0,0
8/4rkpp/5n2/8/6P1/8/6KP/2B2R2 b - - 0 32,45.0,10.0,f7g6,quiet,10,0.050013,35.0,0
8/4kp2/1p1qp3/1P5p/5P2/2Q3K1/8/8 w - - 0 51,-296.0,-257.0,c3e3,quiet,10,0.031562,39.0,0
1k1r2nr/pbpp2pp/1p1b1p2/1P1Nnq2/Q1P1pN2/4P3/1B1P2PP/R4BKR b - - 1 12,323.0,187.0,b8c8,quiet,30,0.119396,136.0,0
8/8/6B1/4b3/8/8/1p6/2k4K w - - 20 60,-387.0,-397.0,g6f5,quiet,5,0.004940,10.0,0
4k3/p6p/1r4p1/N1pp4/P3q2P/2P1Pr2/3Q4/R1K1R3 w - - 0 25,72.0,-34.0,c3c4,quiet,18,0.150932,106.0,0
2r3k1/5R1p/p1b3p1/P5rn/3B4/2Nn2P1/1p2N2P/5RK1 w - - 0 27,-186.0,-318.0,f7a7,quiet,19,0.117097,132.0,0
r1b1kr2/p1q1n1p1/1ppp1p1p/4p3/P1B1P2P/1QP1NPP1/3R2K1/R7 b q - 3 16,202.0,152.0,f6f5,quiet,26,0.056061,50.0,0
r3k2r/1bq2pR1/p3p2p/2bnP3/8/2PB1N2/2Q2PPP/2BR2K1 b kq - 0 17,-177.0,-74.0,d5c3,capture,23,0.129844,103.0,0
r2k2r1/1bppq3/1b5Q/3PP3/4PP2/p2B2P1/3NK2P/B6R w - - 0 24,-71.0,105.0,d2c4,quiet,21,0.247447,176.0,0
r1bk1br1/1p1p1p1R/p1n5/1Np1p3/P3P1n1/3P2P1/1PPB4/R3KBN1 w Q - 0 12,-29.0,-30.0,b5c3,quiet,26,0.001429,1.0,0
r4rk1/3qbp1p/n4npP/2pp4/4p3/1P2P3/1BP1NPP1/RN1QK2R b KQ - 3 12,-7.0,-2.0,f6g4,quiet,26,0.007194,5.0,0
8/kp4r1/p7/b1pNp3/2P1P3/P7/1r4BP/1N3RK1 w - - 4 32,126.0,-192.0,f1f2,quiet,17,0.425017,318.0,0
1rbqk2r/2pp1ppp/p3p3/P1b1n3/2P1P3/2N4P/RP2BPP1/2BQ1RK1 b k - 0 9,-7.0,-30.0,d7d6,quiet,28,0.032994,23.0,0
r7/5r1k/6bP/2QpppP1/5P2/3B4/pq2P1K1/R6R b - - 1 36,192.0,296.0,e5e4,quiet,18,0.094804,104.0,0
8/6p1/4kb1p/1r5P/R4PK1/6P1/8/8 b - - 21 80,222.0,276.0,b5b3,quiet,10,0.048347,54.0,0
6k1/8/2b2pr1/2n5/1P5R/7P/4R1PK/3r4 w - - 0 48,-310.0,-245.0,b4c5,capture,12,0.052434,65.0,0
r4rk1/1bpp4/2N4p/p1qn1pp1/P7/1R3PP1/4B1KP/3Q3R w - - 0 24,-65.0,-121.0,c6d4,quiet,22,0.074952,56.0,0
1k1rqb1r/p1n5/bppp1npp/4pB2/3PP3/P1N2NP1/1PPB1P2/2KRQ2R w - - 0 15,-3.0,24.0,f5h3,quiet,30,0.038801,27.0,0
4r3/6k1/2p2p2/p1Pp4/Pp1r2nP/1P2P1P1/3BR1N1/1K6 w - - 0 55,-166.0,-125.0,g2f4,quiet,19,0.049725,41.0,0
1r5r/p3p3/5p1k/8/2B1N1Qp/b3q3/2R1N1PP/5R1K w - - 1 25,793.0,1011.0,c2c3,quiet,18,0.007344,218.0,0
5bk1/p2r4/1p4p1/2pnN2p/P2p3P/1R4P1/3B1P2/1R4K1 b - - 2 37,-100.0,-260.0,d7d6,quiet,19,0.177014,160.0,0
8/6k1/8/4K3/6p1/2pr4/6R1/8 w - - 0 54,-392.0,-152.0,g2g4,capture,6,0.199431,240.0,0
8/8/2b5/5PpN/4k3/4P3/5K2/8 w - - 1 55,30.0,4.0,f5f6,quiet,7,0.037310,26.0,0
4r2r/p1k1b1p1/2pn4/1p5p/4bB1P/P3PNP1/1PPRB3/4K2R w - - 2 18,-77.0,69.0,e1f2,quiet,23,0.207046,146.0,0
5k2/5p2/pp1r4/8/4bP2/P3nPP1/1P3K2/R7 w - - 0 29,-347.0,-125.0,f3e4,capture,14,0.208024,222.0,0
4rk2/3p1b1p/3P1qr1/1N3p2/P4P2/1P3P2/2KQ4/3R2N1 b - - 2 26,-4.0,0.0,e8c8,quiet,18,0.005756,4.0,0
R1b1r3/3k4/2N3pp/2qP4/2p5/6Q1/5PPP/5BK1 w - - 3 30,651.0,873.0,g3g6,capture,16,0.016508,222.0,0
2k4r/pp2r1pp/2b1n3/8/6P1/2P1p3/PP2B2P/2KR1RN1 b - - 3 19,72.0,157.0,h8d8,quiet,20,0.109564,85.0,0
2k5/2p4R/K7/3r4/1P6/8/8/8 w - - 2 73,156.0,125.0,b4b5,quiet,6,0.038030,31.0,0
8/8/8/8/4kn2/2b5/5P2/6K1 b - - 9 60,620.0,688.0,c3d4,quiet,5,0.008713,68.0,0
rn3rk1/pR1pqppp/4pn2/2p5/Q1PP4/3B1P1P/P2B1PP1/5RK1 w - - 0 13,165.0,225.0,a4c2,quiet,26,0.063948,60.0,0
6k1/1pB2pp1/2p2b1p/p4N2/P7/1K6/3r1PPP/3r1B1R w - - 5 26,-255.0,-407.0,c7a5,capture,19,0.099629,152.0,0
4B3/8/1k6/2p4P/P7/8/3r1r2/2R4K b - - 0 61,313.0,398.0,f2h2,quiet,9,0.049770,85.0,0
q4rk1/4bppp/7n/2p5/4p3/4P1PP/r1Q1NP2/1RB2RK1 w - - 6 24,-103.0,-110.0,b1b2,quiet,21,0.009183,7.0,0
r3kb2/pp3p2/n1pP2pn/7p/2P1PPb1/2N3PP/PP1R4/2K2B1R b q - 0 13,51.0,-42.0,g4e6,quiet,25,0.133022,93.0,0
r2q1bnr/pkp2bp1/1p6/3P3P/4p3/2N1BB2/PP3P1P/R2QK2R w KQ - 0 12,186.0,199.0,c3e4,capture,25,0.013964,13.0,0
8/5Rp1/p7/P3P1k1/7p/8/7K/2r5 b - - 7 40,254.0,134.0,c1c2,quiet,9,0.128044,120.0,0
2B5/2p5/1p6/p2k4/P2B1n1P/1P6/5P2/2b2K2 w - - 2 52,97.0,121.0,d4e3,quiet,13,0.031342,24.0,0
1r4k1/p1b2rp1/b1p2p2/p1Pq4/3P1P1p/1PB4P/P1Q1N3/2K3RR b - - 0 19,145.0,266.0,d5f3,quiet,24,0.124840,121.0,0
1k1r4/2pq2p1/4b3/n3P2P/pp2Q3/b2pPN2/5PP1/B2RK2R w - - 1 29,54.0,32.0,f3d4,quiet,22,0.031171,22.0,0
2r2rk1/1q2b1p1/4pn1p/8/Qp1Bp3/2P3P1/1P3NKP/1R2R3 w - - 1 22,-233.0,-271.0,g2f1,quiet,21,0.033657,38.0,0
8/5k2/r5p1/5p1p/5P1P/6P1/4R3/5K2 w - - 0 47,-31.0,22.0,f1g2,quiet,10,0.076113,53.0,0
1r6/3rqk2/P1Q5/1P3ppN/8/4P1P1/3p1P2/1R4K1 w - - 0 43,-1.0,83.0,b1d1,quiet,16,0.118664,84.0,0
3rk1nr/ppp1ppb1/8/5bN1/1P1n3P/8/PB4P1/2R1KBNR b k - 4 12,132.0,188.0,f7f6,quiet,23,0.065591,56.0,0
r3kb1r/2pq1ppp/bp2p3/p1n1P3/3N4/2NPQ3/PP1P1PPP/R1BR2K1 w kq - 4 10,-129.0,-56.0,d4f3,quiet,29,0.097661,73.0,0
8/8/5p2/2R5/5k1p/5P1K/1r5P/8 w - - 6 44,-41.0,-90.0,c5c4,quiet,8,0.067968,49.0,0
8/1K6/1p6/1Pk2B2/3p4/7r/2P5/8 b - - 37 68,198.0,240.0,h3g3,quiet,8,0.041601,42.0,0
1k1r2r1/1ppq4/4bp2/p5pp/7P/2PBNPQ1/P1PB4/4RK2 w - - 3 18,-106.0,-26.0,f1f2,quiet,22,0.110636,80.0,0
1k2r3/1pp5/2n5/pnq2p2/3p4/PP1Pr3/2PNBQPP/R1K1R3 b - - 10 21,217.0,405.0,b5c3,quiet,23,0.134289,188.0,0
6r1/1R6/8/1P6/k2N1K2/4P1n1/8/8 b - - 2 56,-351.0,-430.0,a4b4,quiet,8,0.039456,79.0,0
6k1/3R2b1/b3p1p1/8/2n3P1/7R/3NKP2/r7 w - - 2 35,-174.0,-195.0,d7d8,quiet,13,0.023076,21.0,0
r1b1k2r/p4qb1/p1P2pnp/3p3Q/4pP2/1P2P1P1/PBP1N2P/R3K2R b KQq - 3 14,106.0,113.0,g6e7,quiet,27,0.009136,7.0,0
3rk1r1/1p3p2/4p3/2q1P2R/4B1P1/2Nn1P2/3Q4/1R3K2 b - - 0 28,-264.0,-175.0,d3e5,capture,17,0.087988,89.0,0
2r1r1k1/1p3bp1/3n4/pP6/q2N2R1/2PPp3/1Q4B1/1KR5 w - - 0 27,-174.0,-161.0,c3c4,quiet,19,0.014954,13.0,0
1r2kb1r/3b2pp/B2qpn2/3pN3/P2p4/7P/3BQPP1/2R1K2R b k - 6 20,-44.0,70.0,d7a4,capture,23,0.162382,114.0,0
8/8/8/4nk2/1R4p1/7p/4rN2/7K w - - 2 68,-421.0,-539.0,f2h3,capture,8,0.038406,118.0,0
r1b4R/2p3p1/4nk1p/p1p5/2P3P1/P4N2/P7/2K4R w - - 0 22,169.0,73.0,c1d2,quiet,17,0.122149,96.0,0
3r4/p3r1kp/Pp3np1/1Bp2p2/1b1p1P1P/1N3K2/1PP2P2/R6R b - - 1 24,412.0,231.0,e7e6,quiet,23,0.123843,181.0,0
2r1k2r/pR1bnpp1/4p2p/3pPP2/3b3q/P1PBB3/2P3P1/3Q1RK1 w k - 0 14,-46.0,192.0,c3d4,capture,25,0.317056,238.0,0
r7/1p2q1k1/p4n1p/P3r1p1/5p2/2N4P/1PQB2P1/5RK1 b - - 3 26,265.0,291.0,e5a5,capture,19,0.020917,26.0,0
4B3/p5pk/3r2q1/5p1p/5P1P/P7/KB2Q3/2Rn4 b - - 3 29,-165.0,-359.0,g6e6,quiet,16,0.166533,194.0,0
r2qk1nr/1pp2ppp/p1nb4/3N4/2p4P/6P1/PP2PP2/RNBQ1RK1 w - - 1 10,-101.0,-7.0,a2a3,quiet,27,0.131318,94.0,0
2bq1r1k/R6p/1r1b4/2p1n3/3p1p2/3P1N1B/5P1P/Q3RK2 w - - 4 26,-223.0,-423.0,h3g2,quiet,20,0.136379,200.0,0
8/8/R1bk4/8/P6r/1rp1B3/1PK2P2/1R6 b - - 1 41,-177.0,-235.0,b3b2,capture,12,0.059825,58.0,0
r2qkb1r/pp1N1pp1/2p1p2p/3n4/2NP4/2PQ2PP/PP3P2/R1B1K2R b KQkq - 0 9,-46.0,-48.0,d8d7,capture,27,0.002826,2.0,0
5Q2/1p6/p1p1R1r1/6k1/2Pq4/1P3b2/P2p1P2/1K6 w - - 8 52,-444.0,-604.0,e6g6,capture,15,0.042057,160.0,0
6k1/2p4p/4R3/r5p1/1p6/1P2Pp2/1BP2P2/3K4 w - - 0 32,218.0,282.0,d1d2,quiet,14,0.057104,64.0,0
r1bqk2r/1np3p1/1p2pn2/5p1p/2P5/b3PN2/2Q2PPP/RN2KB1R w KQkq - 0 12,-123.0,-71.0,a1a3,capture,26,0.069191,52.0,0
r1bq1k1r/1p3pp1/p1n2n2/3pp2p/2P5/1P2PP2/P1NNB1PP/R2QK2R w KQ - 0 9,-90.0,-5.0,c4d5,capture,28,0.119504,85.0,0
6k1/3b1p1p/3p1qpQ/3P4/2Pp4/pr1P3P/5PP1/R4BK1 w - - 0 27,-60.0,-71.0,h6c1,quiet,20,0.015280,11.0,0
8/7r/2k5/8/3B4/8/6K1/8 b - - 5 71,224.0,213.0,c6d5,quiet,4,0.010914,11.0,0
7k/1p5q/5p2/1N2b3/P1p1P3/1P6/2P5/1K1QB2r w - - 0 32,60.0,-90.0,d1d8,quiet,15,0.212198,150.0,0
4r1k1/1qb2p2/3p2p1/1P1R3p/2B1P3/2P4P/4QPP1/6K1 w - - 0 34,299.0,279.0,e2f3,quiet,18,0.015418,20.0,0
1r1q1rk1/1p2bpp1/p1npbn1p/2p1p3/P3P3/2NPB2P/1PPNBPP1/R2Q1RK1 b - - 0 10,46.0,15.0,c6d4,quiet,32,0.044242,31.0,0
6rk/r4Qp1/7p/7P/3q1p2/5P2/5RR1/6K1 w - - 7 46,6.0,-145.0,f7g6,quiet,13,0.205979,151.0,0
5r1k/4n1p1/pP5p/3B4/P1P1p1b1/2P1P1q1/3Q2P1/RN4K1 w - - 0 24,239.0,176.0,d5e4,capture,20,0.064681,63.0,0
r1br2k1/1p3pp1/p1n4p/8/P4p2/2RB4/1P1N2PP/5R1K b - - 2 16,257.0,377.0,c6e5,quiet,20,0.083057,120.0,0
r1bqkbr1/1pppp2p/8/1P3p2/1n4n1/P3P2N/1B1PB1P1/RN1QK1R1 b Qq - 0 9,30.0,56.0,b4d5,quiet,27,0.036833,26.0,0
rq4k1/5pp1/2Rb1n2/p2p3p/1p6/3B1PP1/PP3B1P/4Q1K1 b - - 0 21,141.0,68.0,a5a4,quiet,21,0.095834,73.0,0
8/1b2k3/8/1p3r2/p3n3/2PN4/1P6/1BK1R3 w - - 12 40,57.0,93.0,d3b4,quiet,12,0.049429,36.0,0
8/1P4pk/P2N4/3b1n1p/8/3K3P/5r2/R7 b - - 0 37,-326.0,-181.0,f2f3,quiet,12,0.128001,145.0,0
7r/p1Q5/N2Pbpk1/1P2r3/7p/6p1/3P4/2R3K1 w - - 3 35,217.0,384.0,a6c5,quiet,15,0.124034,167.0,0
r7/1k5p/6p1/2p1qp2/1p2b3/1P2P2P/P2Q1PP1/2RR2K1 w - - 0 30,270.0,610.0,d2d7,quiet,19,0.145486,340.0,0
r3r1k1/2pb2b1/p7/2pq2Pp/3ppB1N/7P/PPP1QP2/3RK1R1 w - - 0 19,-125.0,-70.0,e2h5,capture,24,0.073113,55.0,0
8/1p3k2/4rpRp/5n1P/5P2/1P1K4/1B6/8 b - - 12 42,54.0,-11.0,f5e7,quiet,12,0.092917,65.0,0
r1b2rk1/5pbp/p5p1/1p2P3/2PP4/4P3/1R2B1PP/2BR2K1 b - - 0 17,-124.0,-114.0,b5c4,capture,21,0.012826,10.0,0
r1bqk2r/p1n1ppbp/3p1np1/PPpP4/2B2P2/2N4P/1P1B2P1/R2QK1NR b KQkq - 2 11,-33.0,20.0,e8g8,quiet,30,0.076099,53.0,0
8/1p6/p3k3/8/3KP3/Pr6/1P4R1/8 b - - 6 44,-141.0,-179.0,a6a5,quiet,9,0.044531,38.0,0
8/k7/1p2pR2/pB1p3b/Pb1P3r/1P6/2K5/2B5 w - - 0 42,-94.0,-67.0,c1f4,quiet,15,0.036827,27.0,0
2kr1b1r/p7/1q1p2pP/4p1P1/1np1b2N/2B5/PP4BK/R2Q1R2 b - - 1 21,-6.0,-52.0,e4g2,capture,23,0.065646,46.0,0
4r1k1/2p2ppp/1p6/8/5P2/r3pQPP/1q2R3/6KR b - - 1 24,641.0,515.0,b2c3,quiet,17,0.024686,126.0,0
r1b1k2r/pp1p1ppp/3p1n2/3Pp3/2P5/3BB2P/PP3PP1/R3K2R b KQkq - 0 13,-10.0,11.0,b7b5,quiet,25,0.030212,21.0,0
8/7k/5Q2/8/6PK/8/3q1P2/8 w - - 15 54,319.0,392.0,f2f4,quiet,6,0.042701,73.0,0
r2qkbn1/1p6/2p1n1p1/p3p3/N2pP2r/P4P1B/1PPBQ3/R3K2R b KQ - 3 15,77.0,109.0,b7b5,quiet,25,0.042879,32.0,0
2R5/1p4rk/1p1P4/4n3/p2Rpr1P/8/P3P2K/8 w - - 2 34,-331.0,-386.0,h2h3,quiet,15,0.031707,55.0,0
1k5r/2q2pp1/p3b3/3r2N1/PpNp4/1P1P3p/2P2Q1P/1K1R1R2 b - - 0 24,-173.0,142.0,d5g5,capture,22,0.423933,315.0,0
8/3r4/8/8/8/pR6/k1B1K3/8 b - - 19 62,34.0,-41.0,d7d6,quiet,6,0.107506,75.0,0
r7/2b1pk2/1pP1b1p1/6B1/1n2B1p1/pPR4p/P2R1P2/7K b - - 4 28,46.0,144.0,c7e5,quiet,20,0.130314,98.0,0
5rk1/6p1/2pq1pn1/Bbb5/3pP1Pp/1P1P1Q1P/2P3B1/4K1NR b - - 0 17,260.0,195.0,c5b4,quiet,23,0.062625,65.0,0
4rrk1/p2b2pp/2nq1n2/2p1p3/P1Pp4/3B1NBP/5PP1/R2QR1K1 w - - 4 19,-123.0,-62.0,d1e2,quiet,25,0.081679,61.0,0
2r3k1/4bp2/5npp/4qb1P/1P1N4/4PB2/1QP3R1/2KR4 w - - 5 28,38.0,148.0,h5g6,capture,19,0.146508,110.0,0
1n1k1bnr/1pq1p1p1/4b2p/3pPp1Q/r1pP1P2/1P3N2/P1PB2PP/R3KB1R b KQ - 0 10,-31.0,-14.0,a4a7,quiet,30,0.024358,17.0,0
2b1kbnr/1pp2pp1/2n1p2p/3q4/2PP1P2/5NP1/1B1N3P/r2QKB1R w Kk - 0 11,-273.0,-7.0,d1a1,capture,26,0.317927,266.0,0
8/Br1n4/B3k1p1/3b3p/5p2/5P2/6PP/R5K1 w - - 0 39,-133.0,327.0,a6b7,capture,14,0.550453,460.0,0
2k1r3/1p6/3b1nq1/1PpP2p1/Q5b1/4PN2/1P3PB1/R1B1K3 w Q - 1 23,70.0,61.0,a1a3,quiet,20,0.012502,9.0,0
3r1Bnr/p2P1kpp/5p2/3p4/8/P4P2/1P3P1P/RN2KB1R b KQ - 0 12,-380.0,-384.0,f7f8,capture,21,0.002069,4.0,0
5rk1/p1p1r1p1/3p1p1p/p2P4/2P3qP/1PB1pRP1/4Q3/5K2 b - - 1 21,675.0,563.0,f8e8,quiet,21,0.017534,112.0,0
2kr1b1r/1bqpn3/p1n2p2/1p2p1p1/Pp2P3/2PP1PN1/3B1NBP/R2Q1RK1 w - - 0 14,-75.0,22.0,a4b5,capture,29,0.137906,97.0,0
r2q1rk1/1p2bppp/p1p2n2/2Pp4/1P1Q2b1/P1N2N2/4PPBP/R4RK1 b - - 5 10,207.0,182.0,a6a5,quiet,27,0.026696,25.0,0
8/8/8/4k3/8/3K4/7r/6R1 b - - 1 68,38.0,9.0,h2h3,quiet,4,0.041520,29.0,0
8/4k1p1/2p1p3/p2r2P1/1pN1K3/1P4R1/P7/8 w - - 4 36,371.0,257.0,e4e3,quiet,13,0.079836,114.0,0
4r1k1/4R2p/p1b3p1/r6n/3B2P1/2Nn4/1p2N2P/5RK1 w - - 1 29,-302.0,-189.0,e7e8,capture,18,0.102491,113.0,0
1R6/5ppk/2p4p/2P2r1r/3P1Pq1/3PP3/6P1/2R1Q1K1 b - - 4 34,-371.0,-310.0,h5h3,quiet,18,0.038068,61.0,0
r1b1k3/1p3r2/2n3Qp/p1Pp4/5B1q/P1P5/4BPP1/RN2K3 w Qq - 4 21,47.0,0.0,g6g8,quiet,21,0.067229,47.0,0
8/5rk1/4r3/2Qpb1p1/3p2P1/1P1P4/2P2RK1/8 w - - 2 45,212.0,540.0,f2f7,capture,14,0.185113,328.0,0
8/5k2/R5pp/P3pp2/2r5/P7/6KP/8 b - - 0 35,73.0,189.0,c4a4,quiet,11,0.144463,116.0,0
8/4n1k1/2p3Pp/3b4/3P2K1/8/p1B5/B7 w - - 30 68,-235.0,-434.0,a1c3,quiet,11,0.129441,199.0,0
5k2/3R1b2/2rn4/5p2/5K2/8/8/3B2R1 w - - 20 60,327.0,299.0,d1f3,quiet,9,0.019601,28.0,0
1r3rk1/2pp1q2/1nn1pP2/1bb4p/p7/P1B2NP1/1PQ2PB1/3RR1K1 w - - 1 22,37.0,231.0,f3g5,quiet,25,0.237751,194.0,0
4r1nr/pp3k1p/n2q1p2/2pp2pP/3P4/P1PB3N/1PQN1PP1/R4K2 b - - 1 12,-46.0,-15.0,a6c7,quiet,26,0.044242,31.0,0
2r1r1k1/p6p/Q1B1p3/8/3q3b/B6P/P1K3P1/1R6 b - - 2 26,599.0,956.0,d4e4,quiet,16,0.026768,357.0,0
8/6p1/2k5/4RP2/1P6/1K6/r7/8 b - - 2 68,-204.0,-151.0,a2g2,quiet,7,0.059340,53.0,0
r1b1k2r/ppp2q1p/3b4/3n1pp1/PP1P4/1Q2Pp2/3NB1PP/R1B2RK1 w - - 0 13,-42.0,13.0,d2f3,capture,27,0.078850,55.0,0
r2qkb1r/pp1n1ppn/2p1p2p/3p4/3P1BP1/P1N1PN1P/1PP2P2/R2QK2R w KQkq - 0 9,-41.0,14.0,d1d3,quiet,30,0.078868,55.0,0
r5k1/3p3p/1pbqpp2/n4p2/2P2P2/4N3/1Q2B1PP/1N1R2K1 b - - 0 19,-103.0,34.0,d6f4,capture,21,0.192808,137.0,0
q5k1/1p3pp1/1R3n1p/P1p2P2/2N5/3r2P1/3B3P/4R1K1 b - - 1 24,183.0,280.0,d3d2,capture,18,0.092229,97.0,0
r1b1r3/1p5p/p1nk2p1/3p1p2/P2P1N1P/2P5/1P3PP1/RN3K1R b - - 2 14,-109.0,19.0,e8e4,quiet,23,0.179228,128.0,0
4qrk1/r1pb1npp/3p4/3Qn2B/p4N2/2PP2P1/PP5P/R1B2RK1 b - - 6 17,40.0,-33.0,d7c6,quiet,25,0.104660,73.0,0
4rrk1/pp1b2pp/1n3q2/2pPbp2/3n1N1P/1PNQ1PP1/PB1P4/R2K1BR1 w - - 3 18,0.0,-69.0,a1c1,quiet,29,0.098014,69.0,0
8/8/p1k5/4b3/8/4B3/6p1/3K4 w - - 0 49,-446.0,-471.0,d1e2,quiet,6,0.008957,25.0,0
1k6/3B4/8/4p3/4p3/2b1Pb2/3N4/4K3 b - - 69 76,247.0,224.0,b8c7,quiet,9,0.021574,23.0,0
r3r1k1/p4pb1/1p2qn2/3pBp2/7P/3N1QP1/PP6/R4RK1 b - - 3 22,237.0,122.0,f5f4,quiet,21,0.127760,115.0,0
r3k2r/p2q1nbp/1p3pp1/1P2p3/1QN5/3P2BP/4PP2/R3K2R b KQq - 0 16,110.0,84.0,a8d8,quiet,23,0.034633,26.0,0
8/8/8/2kb4/p7/Np6/8/K7 b - - 1 73,500.0,535.0,c5b4,quiet,6,0.009288,35.0,0
k1r1b2R/8/1p1Bp3/pP1pPp2/P1pr4/8/2B5/4K3 w - - 0 47,-260.0,-365.0,h8h7,quiet,17,0.073932,105.0,0
4r3/3pqp2/2p3pk/4Pp2/3P1P1p/2P2N1P/Q5PK/4R3 b - - 4 30,-468.0,-480.0,h6g7,quiet,19,0.003976,12.0,0
8/p5k1/6p1/pr3nPp/2p1K3/3p4/R7/6R1 b - - 1 41,517.0,478.0,h5h4,quiet,13,0.011479,39.0,0
4r1k1/1p3ppp/p1n5/4nb1P/4pB2/1P4P1/P4PB1/3R2K1 b - - 2 22,394.0,424.0,f5g4,quiet,20,0.013686,30.0,0
k2r1r2/pp1q1p2/2p1p1p1/2PnP1Np/3P4/PQ5P/5PP1/1R1R2K1 w - - 5 20,41.0,107.0,b3c2,quiet,24,0.090564,66.0,0
r3kbnr/pp6/2p5/P2bnp2/1P1B3p/N1P3P1/4N2P/R2K1BR1 b kq - 1 13,93.0,30.0,d5b3,quiet,24,0.087664,63.0,0
5rk1/1bpq1ppp/3b4/1r2p3/4n3/1PBN4/3P1NPP/1R1Q1RK1 w - - 0 18,-270.0,-290.0,d1c2,quiet,23,0.015966,20.0,0
