fen,static_cp,search_cp,bestmove,class,pieces,gap_sigmoid,gap_cp,clamped
r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,-102.0,55.0,c5d4,capture,31,0.221210,157.0,0
3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,-300.0,-61.0,d5f6,quiet,20,0.262125,239.0,0
r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,-68.0,-74.0,a6c5,quiet,28,0.008284,6.0,0
r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,-41.0,-199.0,h7a7,quiet,15,0.199963,158.0,0
r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,-158.0,-252.0,h4f3,quiet,24,0.097193,94.0,0
R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,-88.0,-295.0,g3f1,quiet,12,0.221292,207.0,0
2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,-257.0,-139.0,c8b8,quiet,30,0.124477,118.0,0
2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,131.0,179.0,c8c6,quiet,20,0.056924,48.0,0
3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,55.0,30.0,h4e7,quiet,24,0.035430,25.0,0
2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,-67.0,124.0,c8c7,quiet,14,0.266484,191.0,0
2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,-74.0,-117.0,h7h5,quiet,15,0.057375,43.0,0
r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,-285.0,-158.0,b5d7,capture,25,0.124713,127.0,0
2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,-31.0,-54.0,g1e2,quiet,24,0.032598,23.0,0
8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,73.0,170.0,g6f5,quiet,10,0.123294,97.0,0
8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,175.0,322.0,d7e6,quiet,4,0.132040,147.0,0
3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,-128.0,-145.0,a2a3,quiet,19,0.021043,17.0,0
8/7b/7P/8/5k2/8/7K/8 w - - 20 68,-218.0,-357.0,h2g2,quiet,4,0.108309,139.0,0
5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,-4.0,124.0,f8e8,quiet,11,0.176997,128.0,0
5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,-120.0,90.0,f8e7,quiet,5,0.292839,210.0,0
8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,270.0,195.0,f7e8,quiet,11,0.071072,75.0,0
8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,-254.0,-136.0,c3d1,quiet,12,0.125560,118.0,0
r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,-145.0,-19.0,b5c4,capture,30,0.170029,126.0,0
3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,-43.0,-313.0,d4e6,quiet,16,0.296797,270.0,0
2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,-40.0,5.0,a3c4,quiet,22,0.064507,45.0,0
3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,-158.0,-387.0,e1f1,quiet,19,0.189812,229.0,0
1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,355.0,549.0,f3f4,quiet,8,0.074019,194.0,0
r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,119.0,161.0,g8h7,quiet,24,0.051566,42.0,0
r2qr3/1p2n3/pbk1PQ1p/3p1p1P/P2p4/BP1B4/2P3P1/R2K1R2 b - - 4 27,-134.0,-255.0,d8c7,quiet,24,0.128921,121.0,0
3rk2r/2p1qpp1/p6n/1p1P3p/1P2N3/P2B1P1b/2P5/1RB1Q1K1 b k - 0 18,60.0,127.0,d8d5,capture,23,0.089542,67.0,0
rnbqkb2/p1p3p1/4p2r/3p3p/7P/Pp1BP1P1/1B3P2/RN1Q1RK1 b q - 2 9,-38.0,1.0,b8d7,quiet,26,0.055908,39.0,0
8/8/2p1k3/8/p1P5/3PB3/PPK5/5b2 w - - 12 42,326.0,394.0,c2c3,quiet,10,0.038975,68.0,0
3r2k1/1p4p1/2n4r/p1b4p/P1N2P2/2P3PR/1P4P1/4RK2 b - - 6 23,128.0,175.0,c5a7,quiet,19,0.056206,47.0,0
8/3b2bk/1p2p1Np/p4p1P/P2r1P2/1P3BQ1/4R2K/2q5 b - - 9 35,190.0,187.0,c1f1,quiet,19,0.003260,3.0,0
r2k1n1r/pbp3p1/1p1pB2p/5P2/3PnBPq/2P2QRN/P6P/R3K3 w Q - 5 15,84.0,9.0,h3f2,quiet,26,0.105635,75.0,0
B7/8/1k6/5p2/8/2Kp1P2/3P4/r7 w - - 5 69,-47.0,-186.0,a8d5,quiet,8,0.177502,139.0,0
2kr1b1r/pbp1qpp1/1p2pn2/6Q1/2PPp3/1PN1P1NP/PB3P2/2KR3R w - - 5 12,-73.0,-5.0,c1b1,quiet,28,0.096341,68.0,0
r2qk1nr/5p2/p2pp3/2p1n2B/4P2P/4N3/PRPP2P1/3QK2R b Kkq - 0 13,-36.0,-29.0,d8f6,quiet,23,0.009986,7.0,0
8/1r1P4/4k3/4p3/8/4K3/3R4/8 b - - 0 77,-14.0,100.0,b7d7,capture,6,0.160202,114.0,0
r1b1k2r/ppp2pbp/3p4/3P4/5p2/1PPP1q2/P2B1N2/R3K2R w KQkq - 0 18,-483.0,-786.0,h1g1,quiet,23,0.047671,303.0,0
8/1pkb1q1p/r2p1b1p/p2P1p2/PpN2Q2/3RRN2/2P3r1/2K5 b - - 1 22,507.0,656.0,g2g4,quiet,22,0.028850,149.0,0
r2b1rk1/5q2/bp1p1np1/2nPp1Bp/2P1P2P/2N2P2/1R1QB1P1/R4NK1 b - - 2 24,-151.0,-211.0,a8a7,quiet,27,0.066530,60.0,0
2kr1b1r/pbqp2pp/2n1p3/2pn2N1/1pN2P2/PP1PP3/1BP1Q2P/R3KBR1 b Q - 4 12,-107.0,-33.0,b4a3,capture,30,0.101946,74.0,0
7k/6pp/2nP4/2K2P2/8/8/7P/8 b - - 2 54,31.0,-83.0,c6e5,quiet,8,0.161720,114.0,0
3r4/1p3p1k/7p/5Np1/pB6/P4Q1P/1bq2PP1/4R1K1 w - - 4 26,407.0,371.0,f5d6,quiet,18,0.018047,36.0,0
8/7R/6P1/6kP/8/3p4/6K1/3r4 w - - 7 62,55.0,1111.0,g6g7,quiet,7,0.419837,1056.0,0
8/8/1ppk1r2/p1b1p1RP/P1PpBr2/1R3P1K/8/8 w - - 1 31,-137.0,-131.0,g5g8,quiet,17,0.007468,6.0,0
4rr1k/1p4pp/5n2/pPB1q3/1p2pb2/1Q5P/P1R1BPP1/4K2R b - - 8 19,337.0,281.0,e5a1,quiet,23,0.039885,56.0,0
4R3/1k6/1p6/8/P7/8/3K4/8 b - - 0 48,-487.0,-675.0,b7a6,quiet,5,0.037019,188.0,0
1k1rr1b1/1ppq3p/p4bn1/5p2/3p4/P2P1NP1/1PPBPQBP/R2K1R2 w - - 6 19,-89.0,-62.0,g2h3,quiet,27,0.037061,27.0,0
Q7/2kr1p2/4p3/1B6/8/B2n3b/P7/6K1 b - - 2 30,-56.0,-707.0,h3g2,quiet,11,0.403307,651.0,0
8/6K1/8/8/8/2p1k3/8/2N5 w - - 0 53,-41.0,-77.0,g7f6,quiet,4,0.050301,36.0,0
2rqk1r1/p4p1p/1p1pnp1b/8/2P1P3/2NQ3P/PP3P1P/3RKB1R w K - 7 16,240.0,154.0,f1e2,quiet,25,0.091074,86.0,0
2bq2k1/p5pp/1p1b4/3p4/1P1p1P2/P4P2/1N3K1P/3Q1B1R w - - 1 18,234.0,261.0,d1d4,capture,20,0.024297,27.0,0
r1bqk2r/4ppbn/2np4/7p/2NpP1pP/p2B2N1/2PB1PP1/R2Q1RK1 w kq - 0 13,-133.0,-58.0,g3h5,capture,28,0.099869,75.0,0
2r3k1/3r2p1/3np3/1p1b1pR1/p1pP1P2/P1P5/1P1N1KB1/R7 w - - 3 25,-238.0,-93.0,f2e3,quiet,21,0.166656,145.0,0
2r3k1/4p3/4b1p1/4Pp2/6Pp/pP2B2P/Pr1R1PK1/R7 w - f6 0 34,165.0,31.0,g4f5,capture,19,0.176584,134.0,0
r7/1pp1k1pp/4b3/pPP1p3/P2rP2P/4K3/6P1/RN5R b - - 2 20,45.0,145.0,d4c4,quiet,20,0.132945,100.0,0
7r/1p2kp1p/2n1b1p1/1Nn5/2P3P1/2P3KP/4B3/R3R3 b - - 2 24,-120.0,-139.0,h8d8,quiet,18,0.023867,19.0,0
r7/p3q2k/bpp1p2p/n2pPp2/2P1n3/1PB1P1P1/P5BP/2RQR1K1 w - - 1 21,261.0,255.0,c4d5,capture,26,0.005200,6.0,0
2rqk3/1p3pp1/p3pn1r/3P2N1/P4P1p/2N1b2P/2Q1B1P1/B2R3K b - - 1 19,-56.0,0.0,f6d5,capture,24,0.079900,56.0,0
1r1qk2r/p4p2/4p1p1/2n5/5P2/P1n2NPp/2B2P1P/1R1Q1RK1 w k - 0 19,-54.0,-13.0,b1b8,capture,22,0.058393,41.0,0
r1bq1rk1/1p3ppp/3b1B2/p1p5/7Q/2pB1P1P/PPP2P2/R3K2R b - - 0 13,298.0,217.0,f8e8,quiet,25,0.070386,81.0,0
r7/p2np1b1/2p1k1Np/3n3P/2N1p3/7P/PP1B1P2/R3KB2 b Q - 0 18,-113.0,-208.0,d7b6,quiet,21,0.110933,95.0,0
2bqk3/1p3r1p/4r1p1/p3Bp2/P1Np4/1Q4P1/1PP3P1/5RK1 w - - 5 19,-13.0,-35.0,b3b5,quiet,21,0.031500,22.0,0
1r1q1r1k/2p3pp/4n3/p1p1pN1P/P3bpQ1/2P5/1P3PP1/R3KB1R w K - 0 18,-151.0,-251.0,f5g7,capture,25,0.104623,100.0,0
2k5/2p5/1p1r1p2/2r5/1R1p3p/3P3P/5PB1/R4K2 w - - 6 36,229.0,152.0,g2f3,quiet,15,0.083106,77.0,0
r4rk1/3qnppp/1R2p3/2p1P3/2nP1N2/2P3P1/7P/2BQR1K1 w - - 1 20,58.0,61.0,d4c5,capture,22,0.004193,3.0,0
2r1r1k1/1p3pp1/p6p/8/P1pR4/5PB1/n5PP/1R5K w - - 3 24,-128.0,-281.0,b1b2,quiet,18,0.158158,153.0,0
1B6/5rpk/7p/8/2b4P/6P1/8/R5K1 w - - 29 57,72.0,-16.0,a1a4,quiet,10,0.125168,88.0,0
3r4/p7/1p6/3p3k/4nP2/8/PP4K1/3R4 w - - 0 33,-250.0,-340.0,g2f3,quiet,11,0.067912,90.0,0
1k6/1p3N2/p1n5/4P3/5P1p/7P/r5r1/2R2R1K w - - 0 29,-74.0,-170.0,f1e1,quiet,14,0.121917,96.0,0
4r3/1b3pk1/1p4p1/1P2qP2/2rNp3/4R2P/5QP1/3R2K1 w - - 3 39,-174.0,-77.0,e3e2,quiet,18,0.122345,97.0,0
2kr2br/pp5p/1qn5/3np1N1/3p2P1/P4N1P/P1PBQP2/2KR1B1R w - - 1 14,289.0,323.0,f3e5,capture,26,0.024497,34.0,0
r2qk2r/pp3pp1/5n2/5b1p/1bPp4/3PPNPP/PB1NQ3/R3K2R b KQkq - 0 12,-37.0,88.0,e8g8,quiet,26,0.177049,125.0,0
r1k4r/1pn2ppp/4p3/p1bpPPB1/P7/1qPB2PP/4Q3/R3K2R w KQ - 0 17,-82.0,-135.0,a1c1,quiet,25,0.069196,53.0,0
1r2qr1k/3pb1pp/R1b1p3/3n1p2/1P1P4/N1P2P1N/2QB2PP/1R4K1 b - - 0 16,28.0,0.0,e8d8,quiet,25,0.040208,28.0,0
r1b1r1k1/4qp2/2p2n1p/1Pbpn1pP/p2N4/1PB1PP2/2PQN1P1/1K1R1B1R b - - 1 14,-50.0,67.0,c6b5,capture,29,0.166706,117.0,0
r1b3k1/p3r1pp/1p6/2pn1N2/3p3b/3P1B1P/PPPB1PPq/R2K3R w - - 0 17,-406.0,285.0,f3d5,capture,26,0.749521,691.0,0
r1bk3r/2pnq3/1pBp1p2/p2Pp1n1/4Pb1p/P1N2Q1P/1PP2BP1/1K1R2NR w - - 10 14,249.0,190.0,f3e2,quiet,30,0.058341,59.0,0
r3k3/pbpp1prp/4pq2/8/2P1P3/2N2N2/P1nPQP1P/5K1R w q - 1 12,-366.0,-408.0,h2h4,quiet,23,0.021257,42.0,0
4r1k1/2pq2p1/1p1p1p2/7r/p2N1B1P/2PQ2K1/P7/6R1 b - - 1 26,426.0,237.0,d7f7,quiet,18,0.124271,189.0,0
2rr2k1/2q1bp2/1nB1p1p1/pP5p/P2P1P2/2P3P1/1B2Q2P/R4R1K b - - 7 26,-157.0,-163.0,g8g7,quiet,24,0.007034,6.0,0
5r1k/1p6/2pB3p/2Pp2pN/p2P2n1/P7/1P2R3/2K5 b - - 0 45,-105.0,-114.0,f8f7,quiet,17,0.011746,9.0,0
2r3k1/5pp1/8/pr1p4/3PnP2/R3P1P1/1PP4P/2K1BR2 b - - 1 26,-109.0,-120.0,c8b8,quiet,19,0.014227,11.0,0
r4rk1/1p3pp1/2n5/1R2p3/pn2P2p/Nb1P1NqP/1P1QB1P1/5R1K w - - 2 18,-5.0,12.0,b5b4,capture,25,0.024458,17.0,0
6k1/6p1/p6p/Pp3R1P/4p2R/4P1P1/1r1r1P2/5K2 b - - 1 31,156.0,75.0,b2b4,quiet,16,0.104252,81.0,0
8/8/8/p7/P1K1nk2/1P6/3p4/3R4 w - - 4 46,237.0,88.0,b3b4,quiet,8,0.172453,149.0,0
2k1rbnr/1b1p2q1/1ppP1p2/pN1B4/P7/2P2Q2/1P4PP/R1B2RK1 b - - 0 16,-134.0,20.0,c6d5,capture,25,0.212567,154.0,0
1r1r1b2/5pk1/1pq1pn1p/p1p3p1/P1N5/N1PP2P1/1P2QP1P/3RR1K1 w - - 12 22,97.0,128.0,a3b5,quiet,26,0.040225,31.0,0
2r2rk1/p2b2bp/2n1p3/2qp1pB1/8/P1P3P1/2N1PPBP/1R1Q1RK1 w - - 1 16,96.0,102.0,b1b7,quiet,25,0.007970,6.0,0
2r5/1kp5/p1R1p2r/Bp1P4/7b/P3P3/1P2K3/7R w - - 1 28,245.0,263.0,c6e6,capture,16,0.015827,18.0,0
r1bqkb1r/1pp5/p2p1n2/3Pnp1p/2P1p3/NP2P2R/PB1NBPP1/R2QK3 w Qkq - 3 9,-45.0,-19.0,a3c2,quiet,30,0.037085,26.0,0
r2qk2r/p3bpp1/3pbn1p/1pp1p3/3nP3/PP1PN1PP/1BPN1PB1/R2QK2R b KQ - 1 11,-110.0,-92.0,d6d5,quiet,32,0.023829,18.0,0
2b5/8/5k2/2r3p1/3N1p1p/5P2/3R2PK/8 w - - 8 50,-184.0,-186.0,d2b2,quiet,11,0.002195,2.0,0
k1r5/P3Rp2/5q2/p6p/5B2/3Q4/6PK/8 b - - 0 47,-158.0,115.0,f6e7,capture,12,0.372610,273.0,0
8/8/1pn2pkP/2p1p3/P7/4BP2/6K1/8 w - - 1 48,131.0,-53.0,f3f4,quiet,11,0.255758,184.0,0
rb4k1/2p4p/2p1q3/P1PpP1p1/Q2P1p2/P1B5/6PP/5R1K b - - 0 27,-228.0,-201.0,g8f7,quiet,21,0.027131,27.0,0
r4rk1/p2p1pp1/1p1P3p/2p1P3/2Pn1P1q/8/PP1Q3P/2KR1B1R w - - 1 13,-11.0,46.0,b2b3,quiet,24,0.081640,57.0,0
r4rk1/1pp2ppp/2n2q2/p2p4/8/1PbQP1PP/PBP5/2KR1B2 w - - 0 14,-219.0,-187.0,d3c3,capture,24,0.033317,32.0,0
1r5r/p2b1kp1/B7/2R4p/3B1bp1/8/P4P1P/4R1K1 b - - 4 22,-76.0,-45.0,d7e6,quiet,17,0.043261,31.0,0
1r5k/p7/6B1/2ppp2P/7B/5r2/P7/6RK w - - 2 34,70.0,42.0,h4g3,quiet,13,0.039247,28.0,0
3b2k1/1p4q1/3Q4/pN1p2p1/Pn1P4/5P2/1P3B2/6K1 b - - 8 37,51.0,-37.0,g7f6,quiet,16,0.125919,88.0,0
1k1r3r/p2q2p1/bp1pp2p/1N1p4/P4P2/1P6/2PPQ2P/1K1R3B b - - 0 17,171.0,191.0,d8f8,quiet,23,0.022192,20.0,0
r1b2rk1/2q2np1/p2p1nR1/1p2p3/3PP3/4QN2/PPN2P2/2KR1B2 w - - 1 17,-93.0,14.0,d4e5,capture,24,0.150867,107.0,0
4r1k1/3r1pp1/1q5p/3Pp3/p7/1P1Q1PP1/P4RKP/3R4 w - - 0 32,6.0,153.0,b3a4,capture,19,0.198341,147.0,0
8/4b3/1pk5/8/1P3n2/N1P5/2K5/8 w - - 7 50,-222.0,-318.0,a3c4,quiet,8,0.079730,96.0,0
r1b1k3/2p2rp1/p3p2p/4np2/4n3/BP1B3P/P4PP1/3RK2R w Kq - 0 15,-275.0,-141.0,e1g1,quiet,22,0.137169,134.0,0
2r1kb1r/p3pppp/p1pp4/6qP/3N4/1P2PQ2/P1PN2P1/4K2R w Kk - 2 16,-194.0,-103.0,e1g1,quiet,24,0.109352,91.0,0
8/5p2/4k1b1/1P2n3/8/P1K1N3/8/8 w - - 3 37,-181.0,-214.0,a3a4,quiet,8,0.034928,33.0,0
r1b2kr1/pp3p1p/8/5p2/5q2/1P2p3/P3Q1R1/5RK1 b - - 2 24,571.0,645.0,f4d4,quiet,17,0.012197,74.0,0
r4rk1/p3nbpp/1p1q1p2/2p5/3pP3/P2N2RN/1PP1Q1PP/1K5R b - - 5 18,-6.0,112.0,d6d7,quiet,25,0.164454,118.0,0
5kn1/p2r4/1p2p1pp/1P3p2/2PP4/3P3P/n1KB1P1P/5B1R b - - 2 20,-171.0,-264.0,d7d4,capture,21,0.092524,93.0,0
2r1k2r/3p2p1/p3ppb1/Q7/2PNPbpP/1R6/P5P1/R5K1 w k - 0 22,285.0,248.0,c4c5,quiet,21,0.031088,37.0,0
r5kr/2qb1pp1/2pb1n2/1p1p2Bp/p2P4/2NB1Q2/2P2PPP/1R2R1K1 w - - 0 16,-108.0,-10.0,g5f6,capture,26,0.136217,98.0,0
rn1qk2r/p1p5/1p2p1pp/3b1p2/P1pPnP2/2B1PN2/1P2B1PP/R2Q1RK1 b kq - 3 10,-86.0,-54.0,h8g8,quiet,29,0.044204,32.0,0
4R3/kpn5/pN3r1n/P1KP4/5p2/5P1B/1P6/8 w - - 14 56,581.0,694.0,e8c8,quiet,15,0.016001,113.0,0
1Rnr2k1/1R3bp1/p4r2/q4p1p/P1p2QnP/2p2BP1/P3P3/2B2NK1 w - - 0 27,0.0,19.0,b7c7,quiet,25,0.027316,19.0,0
1rq1kb1r/p3pppp/3p4/2n5/N2N4/6PP/1PP1PPK1/R2Q1R2 b k - 0 11,-98.0,-37.0,e7e5,quiet,24,0.084361,61.0,0
3rb3/1p4k1/2n1Bn1p/p3p1p1/3pP3/1P3N1P/P4PP1/2B1R1K1 w - - 3 23,44.0,35.0,e6c4,quiet,22,0.012785,9.0,0
r5k1/5p2/2p3p1/p1B5/4P2p/5B1P/Nr3PP1/2R3K1 b - - 0 28,-212.0,-226.0,b2a2,capture,17,0.013868,14.0,0
8/8/1P6/3NR3/6pk/1r4p1/6K1/8 w - - 1 49,200.0,263.0,e5e2,quiet,8,0.059899,63.0,0
5k2/R7/3r4/5KP1/8/p7/8/8 b - - 9 50,-109.0,-130.0,d6d5,quiet,6,0.026905,21.0,0
r2qk1r1/pb3pbp/1p2p2p/2p4Q/1nPP1PPP/P1NP3R/1P2N3/2KR1B2 b q - 0 10,2.0,-15.0,c5d4,capture,29,0.024452,17.0,0
2kr4/pp1b3p/1q1b1Qn1/3pp3/5p2/N1PB4/PP4PP/R1B2R1K w - - 4 16,340.0,256.0,d3g6,capture,24,0.062617,84.0,0
r1b1k1nr/ppp2p2/n1q3p1/4P3/1bP5/3PPN2/P3K1Bp/R1BQ3R w kq - 0 12,-275.0,-308.0,c1b2,quiet,26,0.025196,33.0,0
2nk3r/3b1p2/2p3p1/1prp2Pp/3N1K1P/3B1P2/3R4/R7 b - - 1 36,362.0,295.0,c5c3,quiet,19,0.044029,67.0,0
r6r/p3nkp1/4Np2/n7/Pp5p/1P6/1BP1B1PP/1K1R1R2 w - - 8 27,494.0,560.0,e6g7,capture,21,0.016722,66.0,0
8/4pk2/1r3p1p/3RP1pP/6P1/5P2/4PK2/8 w - - 1 30,136.0,226.0,e5f6,capture,13,0.099696,90.0,0
3k4/7p/rp1P1p2/1R6/4p3/bB2P2P/1r6/K2R4 w - - 1 31,95.0,-97.0,b3c4,quiet,15,0.269485,192.0,0
8/4k3/8/7r/5p2/8/5K2/R7 w - - 2 72,-143.0,-28.0,f2f3,quiet,5,0.154701,115.0,0
8/2B2k2/5n2/6R1/3N4/1P1n2P1/P5K1/4r3 b - - 2 28,-320.0,-334.0,e1d1,quiet,11,0.009241,14.0,0
2kr4/1pp1bp2/6p1/pR2P3/7p/P4q2/2Q2P1K/6R1 b - - 1 28,274.0,310.0,e7a3,capture,17,0.027434,36.0,0
r1r3k1/5pp1/1Rn2n1p/1Nppbq2/5P2/3P4/1P4BP/2BQ1RK1 b - - 0 20,72.0,160.0,e5d4,quiet,23,0.113095,88.0,0
r1br2k1/1p3pb1/q6p/P2nNp2/3p4/6P1/1Q1B1PBP/R3R1K1 w - - 0 29,-39.0,-12.0,b2d4,capture,23,0.038628,27.0,0
8/k7/2b5/1p4P1/p2R4/4R3/6r1/4K3 w - - 4 47,160.0,123.0,d4d6,quiet,9,0.045284,37.0,0
3qk2r/r3npp1/2n2b2/1B1N3p/1P2p3/P3P2P/1B3P1P/R2QK2R b Qk - 0 12,-71.0,21.0,f6b2,capture,24,0.130963,92.0,0
1r6/8/B7/6R1/3k4/4n2P/5p2/7K w - - 1 50,-123.0,-241.0,h1h2,quiet,8,0.130193,118.0,0
rq2k2r/p2b1ppp/n7/1Nb5/2P1P2P/8/PP4P1/R1BQKB1R b KQkq - 0 14,24.0,145.0,b8g3,quiet,24,0.162861,121.0,0
3rr1k1/p4pp1/3n3p/2N5/1P6/P4Q1P/2q2PP1/3R1BK1 w - - 2 28,30.0,-1.0,f1d3,quiet,19,0.044506,31.0,0
